,token,score,match
7019,calcetero,80,calero
7020,rafael,100,rafael
7021,LOS,86,losa
7022,Ochea,80,rocha
7023,Bordoque,80,bordose
7024,rresurrecion,63,sarrion
7025,Jacinto,100,jacinto
7026,Aldape,83,aldave
7027,Hespa,89,españ
7028,Julia,100,julia
7029,acedo,100,acedo
7030,AIALA,83,arizala
7031,broche,91,roche
7032,Bodas,91,bordas
7033,Aria,89,adria
7034,MARTINEZnos,86,martinengo
7035,terron,83,torron
7036,Arrias,92,arribas
7037,Chaves,100,chaves
7038,Cervantes,100,cervantes
7039,Buiza,100,buiza
7040,Urbines,80,rubianes
7041,pinelo,100,pinelo
7042,guarnesser,71,farnese
7043,bisto,80,busto
7044,orlas,83,orleans
7045,Campaña,92,campana
7046,santamaria,100,santamaria
7047,sirineo,75,sirviente
7048,Tribucia,88,tiburcia
7049,llorente,100,llorente
7050,Cabeza,100,cabeza
7051,Cardoso,100,cardoso
7052,benyto,92,beneyto
7053,ZARZOSA,83,arosa
7054,Enriquez,100,enriquez
7055,Baias,80,arias
7056,Goçales,91,gales
7057,Arfian,83,adrian
7058,terrera,92,terrer
7059,ascarate,88,azcarate
7060,josepe,91,josep
7061,Ulara,89,lara
7062,YLLARTE,80,pillarte
7063,Mora,100,mora
7064,bello,100,bello
7065,Vastida,86,bastida
7066,benabides,89,benavides
7067,Ochandia,86,candia
7068,Daniel,100,daniel
7069,hordoñ,80,ordoño
7070,boorques,94,bohorques
7071,Morel,100,morel
7072,cantero,100,cantero
7073,luyando,100,luyando
7074,cauallero,89,caballero
7075,remesal,100,remesal
7076,presvitero,80,prestamero
7077,enpeço,73,enyego
7078,ARTIAGA,92,artiga
7079,Bta,75,beata
7080,cuatrocientos,72,castro-pinos
7081,Oña,100,oña
7082,Pedroso,100,pedroso
7083,Aremo,80,arevo
7084,Mayordomo-,71,ordoño
7085,olibera,86,olivera
7086,fimon,80,simon
7087,Balladare,84,valladares
7088,repisas,77,presas
7089,Leonora,92,leonor
7090,conpañia,75,contamina
7091,Sueldo,83,suelto
7092,Solorsano,89,solorzano
7093,aguftin,86,agustin
7094,lansa,89,ansa
7095,Alina,91,alzina
7096,MESACRUZ,75,salacruz
7097,jil,75,jiles
7098,rreal,89,real
7099,Castilleja,90,castillejo
7100,qualesquieres,67,pasquier
7101,hinojosa,100,hinojosa
7102,Haya,100,haya
7103,Niceforo,75,cenicero
7104,INTE,80,xinete
7105,Favian,83,fabian
7106,Calvillo,100,calvillo
7107,Cuelo,83,ciruelo
7108,rrobres,77,robere
7109,tintero,83,tineo
7110,CHRISTOBAL,95,cristobal
7111,hurtado,100,hurtado
7112,morzillo,93,morillo
7113,Jeron,91,jeroni
7114,Lorenza,100,lorenza
7115,Argames,83,arañes
7116,senteno,86,centeno
7117,Michaela,93,micaela
7118,Casa,89,casta
7119,Rosa,100,rosa
7120,argumedo,80,arguero
7121,rios,100,rios
7122,benedito,100,benedito
7123,Norena,91,noreña
7124,bista,83,batista
7125,MANUEL,100,manuel
7126,ROLDAN,100,roldan
7127,Guerte,83,guereña
7128,rreales,80,corrales
7129,Franolin,88,francoli
7130,Nabia,80,navia
7131,Casales,100,casales
7132,Reziuiendo,71,requeno
7133,Cabera,92,cabrera
7134,Pinar,100,pinar
7135,campanya,93,campana
7136,Olivares,100,olivares
7137,berro,91,berrio
7138,bernardinus,90,bernardin
7139,Diazdel,73,diaz
7140,Calvente,93,calvete
7141,Gendicho,88,bendicho
7142,Sinajez,77,linaje
7143,florindo,100,florindo
7144,beyntes,77,reynes
7145,Ferazon,77,fernan
7146,Deria,83,demaria
7147,Guillenes,88,guillen
7148,MagestadSevilla,75,estadella
7149,Quilez,100,quilez
7150,Colombres,100,colombres
7151,Alcor,83,alcocer
7152,Justina,86,justino
7153,Jurate,77,uriarte
7154,BARELA,92,bardela
7155,481,0,abd
7156,silvestre,100,silvestre
7157,Talaberano,90,talaverano
7158,Sarria,100,sarria
7159,segura,100,segura
7160,florentin,95,florentino
7161,AY,80,bay
7162,Eugenio,100,eugenio
7163,rromulo,92,romulo
7164,raxis,100,raxis
7165,Esquivel,100,esquivel
7166,mendez,100,mendez
7167,Carion,92,carrion
7168,queba,73,puebla
7169,salsedo,92,alsedo
7170,Cuentana,80,cutanda
7171,Urrechar,77,urrea
7172,seuastian,89,sebastian
7173,Salbea,91,salba
7174,Perez,100,perez
7175,LEANDRO,100,leandro
7176,Picardo,100,picardo
7177,Zarate,86,azcarate
7178,fonseca,100,fonseca
7179,sevilla,100,sevilla
7180,LEAL,100,leal
7181,Quadro,92,quadros
7182,felguera,100,felguera
7183,ramallo,83,rallo
7184,Libano,83,ibando
7185,Aviendose,75,avendaño
7186,montiel,100,montiel
7187,Narbaes,83,arañes
7188,jeres,80,teres
7189,FLORES,100,flores
7190,Rete,89,retes
7191,rubricado-juan,67,juanico
7192,estefania,100,estefania
7193,cardenaslas,84,cardenas
7194,moraga,100,moraga
7195,felis,89,feli
7196,Medina-Sidonia,67,sidonia
7197,Tavera,100,tavera
7198,Cifuentes,100,cifuentes
7199,Definitorio,67,tenorio
7200,çuñiga,86,uiña
7201,fofa,67,oña
7202,fianor,77,nicanor
7203,Castillejo,100,castillejo
7204,cardeno,86,cardano
7205,Castañeda,100,castañeda
7206,Reynalte,88,reinalte
7207,mejias,100,mejias
7208,Lora,100,lora
7209,Rodrigues,100,rodrigues
7210,Azenedo,86,azevedo
7211,Buelta,100,buelta
7212,Pilares,100,pilares
7213,Verastigue,80,verastegui
7214,setenta,77,serena
7215,guiomar,100,guiomar
7216,manfano,86,manzano
7217,mostrenco,80,moreno
7218,ocanpo,83,ocampo
7219,CARRILLO,100,carrillo
7220,martyn,83,martin
7221,entendys,67,entrena
7222,alcazar,100,alcazar
7223,aponte,100,aponte
7224,Huebel,73,huete
7225,Iruan,80,ruano
7226,Mejias,100,mejias
7227,efto,75,fito
7228,Jurado,100,jurado
7229,acevedo,100,acevedo
7230,arispe,83,arizpe
7231,villalobos,100,villalobos
7232,naranjo,83,arano
7233,Cuadros,86,quadros
7234,FERNANDO,100,fernando
7235,Felix,100,felix
7236,Claramate,84,claramonte
7237,Gonzalez,100,gonzalez
7238,Quero,100,quero
7239,SARSOSA,83,arosa
7240,gruesso,77,grosso
7241,Candaraes,80,andres
7242,aforado,77,lafora
7243,Barcena,100,barcena
7244,asensio,100,asensio
7245,carrega,86,carrera
7246,asis,89,tasis
7247,rriuerra,77,riera
7248,san,100,sanç
7249,vafques,77,arques
7250,bifta,80,biota
7251,Barrao,91,barra
7252,Mendosa,92,mendoça
7253,mejia,100,mejia
7254,modo,80,modoya
7255,prescio,83,recio
7256,montedoi,80,montero
7257,Dongo,100,dongo
7258,bicentelo,89,vicentelo
7259,juarez,100,juarez
7260,cueba,89,cuba
7261,Abdina,83,sabina
7262,Nueftra,71,natuera
7263,Tortillo,88,portillo
7264,Salto,89,salt
7265,Leonis,100,leonis
7266,mexoro,83,medoro
7267,couarruvias,82,covarrubias
7268,paublo,91,pablo
7269,aguila,100,aguila
7270,urteaga,86,arteaga
7271,Lonsero,77,alonso
7272,Vicente,100,vicente
7273,Grueso,73,egues
7274,ATIENZACALATRAVA,72,calatrava
7275,zarate,86,azcarate
7276,Baltanel,75,baltanas
7277,Trante,100,trante
7278,Hieronimo,82,geronimo
7279,nuño,100,nuño
7280,cota,100,cota
7281,Infantes,93,infante
7282,mendosa,92,mendoça
7283,carrion,100,carrion
7284,Ponze,89,ponz
7285,osuna,100,osuna
7286,lesmes,100,lesmes
7287,Justino,100,justino
7288,REVES,80,reyes
