,token,score,match
2043,usanqui,80,yupanqui
2044,Atanacio,88,atanasio
2045,jhoan,89,joan
2046,syes,75,yves
2047,rubricadoFray,64,serradora
2048,Peltres,83,peres
2049,carriedo,100,carriedo
2050,dies,89,diest
2051,Beces,80,bejes
2052,lorenso,86,lorenzo
2053,messia,100,messia
2054,mantañes,86,montañes
2055,belazque,88,blazquez
2056,Soler,100,soler
2057,Angel,100,angel
2058,TEJEDA,100,tejeda
2059,uazques,83,azque
2060,urquisar,80,urquina
2061,Peso,89,penso
2062,castellanos,100,castellanos
2063,garrocho,80,garrich
2064,balor,80,azlor
2065,ybarguren,78,oyanguren
2066,Monge,100,monge
2067,luto,75,lupo
2068,calvo,100,calvo
2069,Parales,93,parrales
2070,Vuestra,77,cuesta
2071,MORANTE,100,morante
2072,Albarran,89,albarracin
2073,Prado,100,prado
2074,Argunedo,86,arnedo
2075,xacinto,86,jacinto
2076,Bringas,100,bringas
2077,belini,77,belloni
2078,nevada,80,vada
2079,Bosque,100,bosque
2080,jorges,91,jorge
2081,Echave,100,echave
2082,Chacon,100,chacon
2083,TEJON,80,trejo
2084,Amayo,91,tamayo
2085,xptobal,67,toral
2086,pecador,100,pecador
2087,theresa,92,teresa
2088,cecilio,100,cecilio
2089,Juli,89,julia
2090,Geronima,100,geronima
2091,Biscarra,88,biscarri
2092,yerobi,73,yermo
2093,abeis,80,albis
2094,sidonia,100,sidonia
2095,bernardo,100,bernardo
2096,ALVAREZ,100,alvarez
2097,breça,100,breña
2098,Marmolejo,100,marmolejo
2099,billabicencio,85,villavicencio
2100,rramirez,93,ramirez
2101,Adame,100,adame
2102,nasion,77,nicasio
2103,ymaginero,80,manero
2104,Matheos,92,matheo
2105,mun,75,munar
2106,MONTOYA,100,montoya
2107,huexcar,77,chueca
2108,afedo,89,aedo
2109,ALA,86,alal
2110,escobedo,100,escobedo
2111,santamarina,95,santamaria
2112,Lucia,100,lucia
2113,lienço,91,liendo
2114,TOMAS,100,tomas
2115,trenidad,88,trinidad
2116,Thome,89,tome
2117,Vayas,80,vacas
2118,jibaja,83,xibaja
2119,Joesph,83,joseph
2120,voticario,88,vicario
2121,GUTIERRES,94,gutierre
2122,MELGAREJO,100,melgarejo
2123,Jun,86,juan
2124,mo,80,amo
2125,rubricado-miguel,69,miguel-romero
2126,Aranda,100,aranda
2127,Belloso,83,bello
2128,Sameta,91,saeta
2129,afencio,80,ascencio
2130,habier,80,chabacier
2131,rubricado-Miguel,69,miguel-romero
2132,orella,100,orella
2133,Arjuez,77,marquez
2134,cristin,93,cristian
2135,Berberisca,75,berris
2136,atencia,100,atencia
2137,juanete,77,juanes
2138,manDaua,86,mandura
2139,Torrada,86,torrado
2140,Adan,100,adan
2141,Hozes,80,hoces
2142,villar,100,villar
2143,Suarez,100,suarez
2144,quiles,100,quiles
2145,setina,83,setien
2146,Grrimon,92,grimon
2147,ANTOLINEZ,100,antolinez
2148,assistente,75,astete
2149,Velazquez,100,velazquez
2150,gonfalo,92,gonçalo
2151,uillagomes,84,villagome
2152,Monica,83,mojica
2153,Salas,100,salas
2154,anefino,80,angelino
2155,anaya,100,anaya
2156,Matthias,93,mathias
2157,arfian,83,adrian
2158,Oviedo,100,oviedo
2159,minuche,80,malinche
2160,VelazquezOf,90,velazquez
2161,Batista,100,batista
2162,galdon,83,galdos
2163,ysanqui,86,ypanqui
2164,monzerrate,90,monserrate
2165,MOL,86,moli
2166,Prodigo,86,rodrigo
2167,Sierra,100,sierra
2168,Velasques,89,velasquez
2169,Majada,77,magadan
2170,nuñez,100,nuñez
2171,Escalas,92,escala
2172,liñan,100,liñan
2173,Isla,100,isla
2174,meneses,100,meneses
2175,caruajal,88,carvajal
2176,Laravalle,89,aravalles
2177,olivos,86,oliveros
2178,luciano,100,luciano
2179,mercedJuo,75,mercado
2180,brigida,71,brianda
2181,Pardo,100,pardo
2182,Cerrato,100,cerrato
2183,Presentacion,70,restaino
2184,Bernaldino,90,bernardino
2185,Amao,89,amado
2186,Lobaton,100,lobaton
2187,rexero,80,rexe
2188,blasques,80,blanque
2189,Hermosillo,100,hermosillo
2190,uzeda,80,uceda
2191,Aleman,100,aleman
2192,rrodrigues,95,rodrigues
2193,Marqueses,88,marques
2194,Olaeta,100,olañeta
2195,Florindo,100,florindo
2196,mora,100,mora
2197,desquiuel,82,esquivel
2198,Usarte,83,duarte
2199,Monteros,100,monteros
2200,graço,100,grao
2201,alcaras,86,alcaraz
2202,moedano,93,mohedano
2203,nufrio,73,nuflo
2204,Victoria,100,victoria
2205,urote,83,urioste
2206,urbin,91,urbain
2207,Lasso,100,lasso
2208,munyz,67,muñoz
2209,dotor,73,donato
2210,Campos,100,campos
2211,couarrubias,91,covarrubias
2212,Montalvan,89,montalban
2213,lobato,100,lobato
2214,descobedo,94,escobedo
2215,JIMENEZ,100,jimenez
2216,ALMANZA,100,almanza
2217,luzero,83,lucero
2218,lasso,100,lasso
2219,alarcon,100,alarcon
2220,Guirnaldas,78,giraldes
2221,guarda,100,guarda
2222,Sarayn,77,sangran
2223,Nevada,80,vada
2224,Agilon,92,aguilon
2225,nuñes-Delgado,74,delgado
2226,seisos,80,seso
2227,Tobar,100,tobar
2228,nabeda,80,beda
2229,Ochandi,86,echandi
2230,Longerot,77,longo
2231,Peredo,100,peredo
2232,Gillen,92,guillen
2233,Mijancas,80,mitjana
2234,barba,100,barba
2235,villorias,94,villoria
2236,diego,100,diego
2237,cornejo,100,cornejo
2238,tovar,100,tovar
2239,Estan,91,restan
2240,rodrigues,100,rodrigues
2241,vnas,75,viñas
2242,Roela,91,roelas
2243,frutero,83,fuero
2244,Reynos,92,reynoso
2245,Roche,100,roche
2246,alvarran,80,navarra
2247,Nanziba,77,anibal
2248,Christobal,95,cristobal
2249,puertocaRero,96,puertocarrero
2250,zepeda,83,cepeda
2251,catalla,92,catala
2252,sierra,100,sierra
2253,Ramera,83,kramer
2254,marco,100,marco
2255,Vilches,100,vilches
2256,cabeza,100,cabeza
2257,guarnecidos,74,guarinos
2258,Lazo,80,laszlo
2259,resio,83,restivo
2260,Tuno,75,nuno
2261,Corderito,88,cordero
2262,araqui,83,araque
2263,Romero,100,romero
2264,ypedro,91,pedro
2265,llerena,100,llerena
2266,Barrera,100,barrera
2267,Belarte,92,belart
2268,Recio,100,recio
2269,Lorenzo,100,lorenzo
2270,becerra,100,becerra
2271,ossuna,91,osuna
2272,colindres,80,colins
2273,brian,91,briaen
2274,Granada,100,granada
2275,aguayo,100,aguayo
2276,Depezo,67,deheza
2277,Rosario,100,rosario
2278,Alonso,100,alonso
2279,Mallen,100,mallen
2280,prieto,100,prieto
2281,dabila,83,davila
2282,Portello,93,portell
2283,BASQUEZ,86,vasquez
2284,jarron,83,barron
2285,canpaña,80,capa
2286,asegurado,80,aguado
2287,ynostrossa,71,nestosa
2288,Judice,100,judice
2289,Reliebo,77,eliseo
2290,Abadesa,80,labiades
2291,ponse,89,pons
2292,Todera,83,rodera
2293,segarra,100,segarra
2294,juliano,92,julian
2295,malgarida,84,malpartida
2296,vifite,67,vitver
2297,Castaño,100,castaño
2298,Caruallo,88,carvallo
2299,arteaga,100,arteaga
2300,Zambrano,100,zambrano
2301,Posso,80,rosso
2302,JUAN,100,juan
2303,Pastores,93,pastors
2304,Andion,91,aniñon
2305,hinojos,93,hinojosa
2306,Guisante,77,gante
2307,Barco,100,barco
2308,Zavala,83,zabala
2309,Mancera,100,mancera
2310,Joseph,100,joseph
2311,ordoñes,83,orgoñes
2312,lucia,100,lucia
2313,seades,92,secades
2314,Gil,100,gil
2315,Rafaela,100,rafaela
2316,baldibiefo,71,baldiri
2317,Martinez,100,martinez
2318,Sebastiana,100,sebastiana
2319,bustinça,80,agustina
2320,Restituir,78,restituto
2321,medrano,100,medrano
2322,Alvar,100,alvar
2323,Correo,91,corro
2324,Siron,91,sidron
2325,ASINTA,83,alsina
2326,uecino,80,rudecindo
2327,olibares,100,olibares
2328,margenquadro,73,marquesado
2329,Hinojosa,100,hinojosa
2330,Dionisio,100,dionisio
2331,baruara,86,barbara
2332,reciui,73,recio
2333,palma,100,palma
2334,Gallegos,100,gallegos
2335,Ordoñez,100,ordoñez
2336,MontañezSignada,70,montesino
2337,reciuo,91,recio
2338,gonsalez,88,gosalbez
2339,Martir,100,martir
2340,Wormos,73,ramos
2341,Porto,100,porto
2342,Carbera,86,carrera
2343,sasonar,83,saona
2344,Catarina,100,catarina
2345,navas,100,navas
2346,quesada,100,quesada
2347,Guadiz,83,guadix
2348,puente,100,puente
2349,baja,80,xibaja
2350,rrios,89,rios
2351,valles,100,valles
2352,correa,100,correa
2353,romero,100,romero
2354,Uceda,100,uceda
2355,Alfonso,100,alfonso
2356,Vrrutia,86,urrutia
2357,auñon,100,auñon
2358,Dueñas,100,dueñas
2359,truxillo,88,trujillo
2360,serbantes,78,cervantes
2361,DIEGO,100,diego
2362,Galena,92,galeana
2363,Testigos,67,teotimo
2364,Villafranco,91,villafranca
2365,aranda,100,aranda
2366,Pelicer,93,pellicer
2367,olalla,100,olalla
2368,syete,73,rosete
2369,Villavicencio,100,villavicencio
2370,Zuleta,83,ulleta
2371,gaspar,100,gaspar
2372,Guadis,83,guadix
2373,Bernabe,100,bernabe
2374,Orellan,93,orellana
2375,SAMORATORO,78,sartorio
2376,caruallo,88,carvallo
2377,crus,89,creus
2378,Valletera,89,vallterra
2379,Alyne,83,alcayne
2380,cinco,80,chico
2381,albarado,88,alvarado
2382,valenzuela,100,valenzuela
2383,trugillo,88,trujillo
2384,Babia,80,babil
2385,Sampaco,86,sampaio
2386,rogero,91,roger
2387,M,67,mc
2388,flores,100,flores
2389,jaen,100,jaen
2390,josepha,92,joseph
2391,Fuentas,86,cuentas
2392,bustos,100,bustos
2393,scriuo,80,scio
2394,Fernando,100,fernando
2395,Mota,100,mota
2396,albadan,80,abadiano
2397,MORO,100,moro
2398,-luisa,100,luisa
2399,Celada,100,celada
2400,ynterpongo,67,junteron
2401,AGUILA,100,aguila
2402,garrida,86,arriada
2403,Lopez,100,lopez
2404,Arellano,100,arellano
2405,Cuadra,100,cuadra
2406,domingues,89,dominguez
2407,ferdo,80,ferro
2408,ARAZ,89,araoz
2409,D,67,do
2410,montes,100,montes
2411,Gadea,100,gadea
2412,Balduque,100,balduque
2413,alcantara,100,alcantara
2414,nabas,80,navas
2415,fraucisco,89,francisco
2416,MONTALVAN,89,montalban
2417,ursula,100,ursula
2418,xexas,73,feixas
2419,Valentin,100,valentin
2420,Remalez,73,real
2421,flaerhuer,75,flaquer
2422,autonio,86,antonio
2423,ARTENSE,83,arese
2424,Vegas,100,vegas
2425,Robanejo,77,anejo
2426,monge,100,monge
2427,señoresFernan,67,fernan
2428,Geruzo,73,guazo
2429,Anenas,83,arenas
2430,manrrique,94,manrique
2431,ruuio,80,rubio
2432,Pellicer,100,pellicer
2433,Cardona,100,cardona
2434,Tejada,100,tejada
2435,Valdovinos,75,valois
2436,Vastan,80,asta
2437,Yanez,89,yañez
2438,fido,75,fito
2439,Porciuncula,71,porcia
2440,Areguas,83,aguas
2441,Valasco,86,velasco
2442,St,67,asta
2443,Grana,91,granda
2444,Bermudo,100,bermudo
2445,Herrera,100,herrera
2446,Valvurua,71,valldaura
2447,Donaire,77,downie
2448,jiron,100,jiron
2449,DELAGADO,93,delgado
2450,Toledo,100,toledo
2451,VLDES,91,valdes
2452,Urban,100,urban
2453,Jesucristo,75,cristo
2454,MARTINEZ,100,martinez
2455,rosas,100,rosas
2456,lainez,100,lainez
2457,Guersi,77,agueros
2458,descouedo,82,escobedo
2459,cureña,89,ureña
2460,bartolome,100,bartolome
2461,GASPAR,100,gaspar
2462,Blanco,100,blanco
2463,Legot,73,luengo
2464,Monforte,100,monforte
2465,Esteban,100,esteban
2466,Blanca,100,blanca
2467,oña,100,oña
2468,Gestoso,71,nestosa
2469,reforma,73,orma
2470,Aquelman,77,ulman
2471,Galiano,93,galdiano
2472,madrigal,100,madrigal
2473,Hungria,100,hungria
2474,oliba,100,oliba
2475,Belen,80,elena
2476,Niseforo,67,isidoro
2477,Asada,89,sada
2478,Colonia,100,colonia
2479,hernand,93,hernando
2480,Espinola,100,espinola
2481,canpo,89,capo
2482,vega,100,vega
2483,Villalobos,100,villalobos
2484,rrogero,83,roger
2485,P,67,pi
2486,zorrilla,78,torrecilla
2487,LUZON,80,luzan
2488,OSORIO,100,osorio
2489,farfan,100,farfan
2490,Anteçana,86,santana
2491,Adallo,91,dallo
2492,Xaimez,77,ximenez
2493,serafino,100,serafino
2494,David,100,david
2495,Sartien,86,sartine
2496,subceda,83,uceda
2497,olmedo,100,olmedo
2498,rrejero,77,tejero
2499,vizente,86,vicente
2500,BAL,86,bals
2501,Fulgencia,89,fulgencio
2502,Mari,100,mari
2503,Viosa,91,vilosa
2504,geronmia,88,geronima
2505,hiço,75,chico
2506,Espinera,88,espiñeira
2507,FRANCISCO,100,francisco
2508,SeñoresBenvenuto,64,serveto
2509,Rivas,100,rivas
2510,çumarraga,80,arriaga
2511,Mazon,100,mazon
2512,Ymbrea,83,imbrea
2513,feñoresJuo,71,fores
2514,ESTRADA,100,estrada
2515,rucricado-pedro,64,perruca
2516,pareja,100,pareja
2517,caseres,86,caceres
2518,castilla,100,castilla
2519,Losada,100,losada
2520,Armejo,83,armero
2521,Herediz,86,heredia
2522,ROJASVELASCO,74,velasco
2523,bolaños,100,bolaños
2524,Casilda,100,casilda
2525,recebi,73,recio
2526,perea,100,perea
2527,Messia,100,messia
2528,Alonfo,83,alonso
2529,carransa,88,carranza
2530,Escarolado,82,escardo
2531,beltran,100,beltran
2532,Artiaga,92,artiga
2533,Contabarria,91,cortabarria
2534,Andino,100,andino
2535,corço,89,corro
2536,Bormio,80,orio
2537,rroque,91,roque
2538,Algarin,100,algarin
2539,Echabura,88,echaburu
2540,Calle,83,caillet
2541,vegua,89,vega
2542,Sanbrano,80,sansano
2543,birgen,77,bruggen
2544,Rincon,100,rincon
2545,pimienta,100,pimienta
2546,fernand,93,fernanda
2547,Tasara,83,asarau
2548,arjona,100,arjona
2549,Ojedo,83,inojedo
2550,guardaboz,80,guarda
2551,Roque,100,roque
2552,Morante,100,morante
2553,Billegas,88,villegas
2554,vzo,67,vaz
2555,Ilmo,86,imo
2556,bauptista,94,baptista
2557,Cuando,80,cano
2558,yglesia,86,iglesia
2559,banegas,86,benegas
2560,menestril,74,monesterio
2561,FFtANCO,83,tanco
2562,ribera,100,ribera
2563,cañato,80,casto
2564,henrique,100,henrique
2565,Cestra,83,cuesta
2566,cardenas,100,cardenas
2567,Guizola,80,urrizola
2568,cañete,100,cañete
2569,Beltanel,80,beltran
2570,Cassafende,74,casafonda
2571,INENASIUS,67,ignasi
2572,hidalgo,100,hidalgo
2573,purita,83,puerta
2574,Narvaez,100,narvaez
2575,Manuela,100,manuela
2576,Leona,100,leona
2577,Pila,89,pilar
2578,rodrigo,100,rodrigo
2579,Vaquero,100,vaquero
2580,ceron,100,ceron
2581,ablo,89,pablo
2582,Sebastian,100,sebastian
2583,Onesti,77,onesimo
2584,elbira,83,elvira
2585,BOBADILLA,100,bobadilla
2586,nueue,75,nee
2587,Pontifice,74,pontifeser
2588,marauedis,75,aragues
2589,Vidales,100,vidales
2590,mantilla,100,mantilla
2591,Borio,89,orio
2592,selada,83,celada
2593,chamiso,80,cambiaso
2594,Holais,91,olais
2595,VEGA,100,vega
2596,vilches,100,vilches
2597,baca,100,baca
2598,juo,75,julio
2599,Vesaga,91,vesga
2600,Davilla,92,davila
2601,señoresBenvenuto,64,serveto
2602,Aparicio,100,aparicio
2603,rroman,91,roman
2604,buenaño,91,bueno
2605,Calatrava,100,calatrava
2606,Roqueta,83,roque
2607,enriquez,100,enriquez
2608,Udobro,92,hudobro
2609,Ysauel,83,samuel
2610,bernave,86,bernabe
2611,fernandezRodrigo,73,fernandez-rajo
2612,Boletin,83,botin
2613,FLAMON,80,lamo
2614,pimentel,100,pimentel
2615,deareualo,75,arevalo
2616,Patrilo,83,patiño
2617,Baquero,100,baquero
2618,Alber,91,albert
2619,llevandola,75,llançol
2620,Buraran,86,buzaran
2621,Polonia,100,polonia
2622,Melchor,100,melchor
2623,MONTILLA,100,montilla
2624,loja,100,loja
2625,agueda,86,arguedas
2626,supradiego,75,priego
2627,Monasterio,100,monasterio
2628,figueroa,100,figueroa
2629,Zamera,83,zamora
2630,ARIENZACALATRAVA,72,calatrava
2631,Jaurigui,88,jauregui
2632,hortiz,91,ortiz
2633,caro,100,caro
2634,arçobispo,71,robiou
2635,Ximenez,100,ximenez
2636,Falco,100,falco
2637,Villacreces,100,villacreces
2638,Flamenco,71,florencio
2639,SORIANO,100,soriano
2640,lorenco,88,florencio
2641,Damas,100,damas
2642,xixon,80,xijon
2643,Oidores,77,ozores
2644,Liano,89,liñan
2645,Aroca,91,daroca
2646,Simonel,83,simon
2647,peñaloza,100,peñaloza
2648,MEJIAS,100,mejias
2649,johan,91,johann
2650,ROMERO,100,romero
2651,Baños,100,baños
2652,Corea,91,correa
2653,Felipa,100,felipa
2654,bastidores,78,bastidas
2655,yzquierdo,89,izquierdo
2656,SALCEDOBENJUMEA,64,salceda
2657,Aristegui,100,aristegui
2658,Salgado,100,salgado
2659,Mejia,100,mejia
2660,sausedo,86,saucedo
2661,monteverde,100,monteverde
2662,Magdalena,100,magdalena
2663,mi,80,miño
2664,belalcaçar,75,alcazar
2665,MONTILLAVERA,80,montilla
2666,Guizado,83,guido
2667,FAIX,75,foix
2668,Harres,80,ares
2669,Castellano,100,castellano
2670,TERRON,83,torron
2671,auiso,80,ayuso
2672,çurbaran,83,urban
2673,algun,73,maguna
2674,Yscoben,73,oben
2675,Salcedo,100,salcedo
2676,Bonifacio,100,bonifacio
2677,matias,100,matias
2678,LARA,100,lara
2679,afenfio,71,asensio
2680,alexandro,89,alejandro
2681,Merida,100,merida
2682,Resio,83,restivo
2683,Fuentes,100,fuentes
2684,Galves,91,gales
2685,fyança,75,ana
2686,peñalosa,100,peñalosa
2687,cansino,100,cansino
2688,jijon,100,jijon
2689,marcos,100,marcos
2690,moron,100,moron
2691,Risueño,100,risueño
2692,SCUT,89,schut
2693,eneruandola,70,mirandola
2694,APARICIO,100,aparicio
2695,Ramires,86,ramirez
2696,Omazur,73,mauri
2697,Josephas,86,joseph
2698,Barietos,89,barrientos
2699,Viejo,100,viejo
2700,sapata,83,zapata
2701,arziniega,89,arciniega
2702,acensio,93,ascensio
2703,Aparcio,93,aparicio
2704,PARILLA,93,parrilla
2705,palomero,100,palomero
2706,ANGELO,100,angelo
2707,Compañia,73,omaña
2708,E,50,per
2709,Torcano,86,toscano
2710,Potifar,86,potivar
2711,rronquillo,95,ronquillo
2712,magdalena,100,magdalena
2713,Riguel,83,miguel
2714,moguer,100,moguer
2715,avendaño,100,avendaño
2716,abrego,80,breço
2717,yñigo,75,iñigo
2718,Sanctorum,67,sancho
2719,Perjargo,71,erardo
2720,vrisa,80,frisa
2721,marcela,100,marcela
2722,meti,75,meri
2723,Bernardo,100,bernardo
2724,Sarebes,77,soares
2725,PublicoJuan,63,pulciani
2726,ceballos,100,ceballos
2727,VALLEJO,100,vallejo
2728,Salomon,100,salomon
2729,triana,100,triana
2730,BALDEQUIROS,71,quiros
2731,Baldes,83,balbes
2732,Freyle,100,freyle
2733,feliphe,92,felipe
2734,rocas,89,roca
2735,Segovia,100,segovia
2736,barrientos,100,barrientos
2737,Casas,100,casas
2738,aseite,83,astete
2739,benites,86,benitez
2740,lauriano,88,laureano
2741,Colonbres,89,colombres
2742,carranza,100,carranza
2743,Sampayo,86,sampaio
2744,Rufina,83,rufino
2745,Pelear,83,perler
2746,Gatica,100,gatica
2747,arce,100,arce
2748,Fonseca,100,fonseca
2749,Roesti,83,aresti
2750,bidal,100,bidal
2751,España,91,espada
2752,cartaxena,89,cartagena
2753,samaniego,100,samaniego
2754,santa,83,basanta
2755,vazquez,100,vazquez
2756,Jiralte,86,giralte
2757,Negron,100,negron
2758,Pina,100,pina
2759,salbago,86,salvago
2760,mugr,86,mur
2761,unibersal,67,anibal
2762,Verastegui,100,verastegui
2763,sojo,100,sojo
2764,fragosso,93,fragoso
2765,Cueba,89,cuba
2766,fernandes,100,fernandes
2767,Palacios,100,palacios
2768,ouiedoAlexos,67,alexos
2769,loxa,75,losa
2770,Cañete,100,cañete
2771,armario,83,mario
2772,bicente,86,vicente
2773,sustre,83,sastre
2774,soperior,71,sotero
2775,garrucho,80,araucho
2776,lorenço,92,lorenzo
2777,hojeda,100,hojeda
2778,orihuela,100,orihuela
2779,Concepcion,100,concepcion
2780,Solis,100,solis
2781,Orden,83,ordeñana
2782,Santillan,100,santillan
2783,Tercias,83,trias
2784,Miguel,100,miguel
2785,lazegui,86,leaegui
2786,rubricadoroque,57,ricardo
2787,Ahasuerus,71,hurus
2788,Torregrosa,82,torrero
2789,Xuarez,100,xuarez
2790,Agnus,80,aguas
2791,Maceda,91,maeda
2792,coria,100,coria
2793,Memorial,77,moral
2794,Badillo,93,badillos
2795,lorente,100,lorente
2796,alonsso,92,alonso
2797,martines,100,martines
2798,obecias,77,sobiñas
2799,Marchena,100,marchena
2800,MOMPIAN,77,moiano
2801,Leon,100,leon
2802,Sor,86,sora
2803,rrebollo,93,rebollo
2804,Arangurede,84,aranguren
2805,PASSANO,100,passano
2806,hierro,100,hierro
2807,ohra,80,ohoran
2808,Palafox,100,palafox
2809,Calblllo,80,calello
2810,almonasir,84,almonaster
2811,CANSINO,100,cansino
2812,fe,67,feli
2813,Paez,100,paez
2814,ribade,80,riba
2815,rubricadoMateo,61,baldomero
2816,Tiberio,83,ibero
2817,vandelbira,90,vandelvira
2818,abadessa,80,rabassa
2819,Gouslane,67,volante
2820,Caballo,93,caballos
2821,sifuentes,89,cifuentes
2822,Madrial,93,madrigal
2823,NIETOCASTELLANOS,81,castellanos
2824,Baron,91,barron
2825,chica,100,chica
2826,hortega,100,hortega
2827,rubricado-bias,67,basurco
2828,Bauptista,94,baptista
2829,basco,100,basco
2830,Matheo,100,matheo
2831,Triasa,91,trias
2832,nicio,83,benicio
2833,rubricadogaspar,61,ricardos
2834,Ventura,100,ventura
2835,allarran,78,albarracin
2836,bagan,89,baçan
2837,Lendines,75,pendones
2838,ifidro,83,isidro
2839,Fajardo,100,fajardo
2840,Cazalla,100,cazalla
2841,zuleta,83,ulleta
2842,rubin,100,rubin
2843,Agramonte,100,agramonte
2844,santorun,80,santponç
2845,Segarra,100,segarra
2846,Ulloa,100,ulloa
2847,Pulgarin,86,pulgar
2848,fernandesalonso,76,fernandez-maldonado
2849,brisuelas,82,brizuela
2850,almansa,100,almansa
2851,berlanga,100,berlanga
2852,olarte,100,olarte
2853,CONTERAS,94,contreras
2854,caravallo,94,carvallo
2855,fid,75,fidel
2856,Porsi,80,possi
2857,Sugadi,73,surga
2858,Pestierra,80,sierra
2859,Claudio,100,claudio
2860,hernandez-,100,hernandez
2861,uorja,80,borja
2862,Cigala,100,cigala
2863,yfidro,73,sidro
2864,Grada,91,granda
2865,Queviejo,80,quevedo
2866,LE,80,ley
2867,Negrete,100,negrete
2868,Refis,73,remisa
2869,rregi,83,arregui
2870,gueco,73,guarco
2871,VEXARANO,86,verano
2872,Jacobo,100,jacobo
2873,Espino,100,espino
2874,Escut,80,schut
2875,albites,100,albites
2876,arcos,100,arcos
2877,fenabria,77,fariña
2878,valencia,100,valencia
2879,Mantilla,100,mantilla
2880,Quiras,83,quiram
2881,GONZALEZ,100,gonzalez
2882,cañamo,91,caamaño
2883,Bellas,91,bella
2884,montedoy,80,montero
2885,millan,100,millan
2886,falconete,100,falconete
2887,çalcedo,100,alcedo
2888,Caribalo,88,carballo
2889,Hinestrosa,100,hinestrosa
2890,neve,100,neve
2891,riuero,83,rieros
2892,Escobar,100,escobar
2893,rreyes,91,reyes
2894,Jironimo,88,jeronimo
2895,YGNACIO,86,ignacio
2896,Jhendo,73,mendo
2897,Ylles,73,gilles
2898,Borne,83,osborne
2899,Ribara,83,ibarra
2900,caliz,80,alviz
2901,color,83,colobor
2902,CALLE,83,caillet
2903,Ocaña,100,ocaña
2904,JACOBS,91,jacob
2905,Saluador,88,salvador
2906,veza,86,vea
2907,pereyra,100,pereyra
2908,Vicenta,100,vicenta
2909,Soldan,83,solano
2910,luengo,100,luengo
2911,francisso,89,francisco
2912,albares,86,tabares
2913,Araujo,100,araujo
2914,nieto,100,nieto
2915,Aldana,100,aldana
2916,domingo,100,domingo
2917,uribarri,100,uribarri
2918,mallen,100,mallen
2919,gainça,91,gainza
2920,Vigueras,93,viguera
2921,Beretente,75,beretti
2922,MaedaEl,83,maeda
2923,lopes,100,lopes
2924,fauzedo,77,alzedo
2925,FUENTE,100,fuente
2926,Pescados,88,pescador
2927,mantel,92,manteli
2928,Melchora,93,melchor
2929,moneda,100,moneda
2930,Calafate,100,calafate
2931,Ladron,100,ladron
2932,yriarte,86,ricarte
2933,BARREDA,100,barreda
2934,Acosta,100,acosta
2935,plaza,100,plaza
2936,oniun,75,nin
2937,nabia,80,navia
2938,Tejeda,100,tejeda
2939,2-,0,abd
2940,aleman,100,aleman
2941,ualderrama,90,valderrama
2942,Herant,83,hernan
2943,Humarez,77,xuarez
2944,Rojas,100,rojas
2945,Valtanas,100,valtanas
2946,Dionizio,88,dionisio
2947,letras,83,latras
2948,matrimoniales,70,marinis
2949,Camara,100,camara
2950,Neira,100,neira
2951,benefficio,82,benicio
2952,solares,100,solares
2953,coelloen,86,coello
2954,ALMANSA,100,almansa
2955,GIJON,100,gijon
2956,bapta,80,beata
2957,salbadora,82,salvador
2958,franco,100,franco
2959,Astorga,100,astorga
2960,origuela,88,orihuela
2961,granillo,88,granello
2962,juana,100,juana
2963,Santa,83,basanta
2964,fustanero,80,fuster
2965,rio,100,rio
2966,Balam,80,alamo
2967,ouiedo,83,oviedo
2968,ARRENAS,92,arenas
2969,Sobrado,100,sobrado
2970,Adalid,100,adalid
2971,MENDOZA,100,mendoza
2972,baraynca,86,baraya
2973,artus,80,aerts
2974,vña,80,van
2975,jacques,100,jacques
2976,Juliana,100,juliana
2977,Machucha,93,machuca
2978,tallar,83,gallar
2979,Umanes,92,humanes
2980,Pechos,92,poechos
2981,hudovro,86,hudobro
2982,Gago,75,gato
2983,Arriba,92,arribas
2984,Chaberri,82,echaverri
2985,eslau,73,esclus
2986,cartilla,88,castilla
2987,Chavarri,100,chavarri
2988,Xines,89,ines
2989,Guerra,100,guerra
2990,jines,89,ines
2991,Nufro,80,nuflo
2992,bezon,100,bezon
2993,barca,100,barca
2994,Pascual,100,pascual
2995,Imperial,100,imperial
2996,SCHUT,100,schut
2997,carabajal,94,carbajal
2998,juizio,73,julio
2999,mandamiento,71,dameto
3000,Torreblanca,100,torreblanca
3001,blasco,100,blasco
3002,xpi,80,pi
3003,mantero,92,manero
3004,romualda,88,romualdo
3005,Bargas,100,bargas
3006,adame,100,adame
3007,Perca,91,percaz
3008,christobal,95,cristobal
3009,cueua,80,cueva
3010,Sarzoza,83,aroza
3011,SARANIEGO,89,samaniego
3012,Corvaneja,82,orbaneja
3013,urina,91,urbina
3014,peana,80,veana
3015,HOYA,86,hoa
3016,Granja,83,grajal
3017,Murillo,100,murillo
3018,dominga,100,dominga
3019,Aunon,89,auñon
3020,consecion,84,concepcion
3021,Zamudio,100,zamudio
3022,Jno,75,junco
3023,alcoger,86,alcocer
3024,Reduando,80,edmundo
3025,rededor,73,eder
3026,PRADILLO,88,pradilla
3027,Mesa,100,mesa
3028,Cant,89,canto
3029,mnes,80,mendes
3030,guebara,86,guevara
3031,Leonor,100,leonor
3032,PISARO,80,piar
3033,barro,91,barros
3034,debocion,77,decio
3035,bexarano,88,bejarano
3036,nuebo,80,nebot
